v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_multiplier,std_multiplier,mean_rank,p10_rank,p90_rank,mean_regret,max_regret,p90_regret,prob_best_response,label,group
34,119588.70315966854,38204.403992243635,65348.206781680914,101535.8794975024,119629.71585541315,137723.55221332386,173911.22492914536,0.3946414035087719,0.08890356097316257,13.002266666666667,10.0,16.0,101097.49524102926,234928.72421383666,146367.56996350392,0.0009333333333333333,N = 20,N
35,146466.56631681175,38948.160702685695,98505.16190755233,116237.12153830487,151701.0407998099,169433.00043056245,204896.91969206752,0.4665178947368421,0.09248400007963245,11.2952,8.0,14.0,74219.63208388604,204881.97224185537,119080.53302233524,0.0048,N = 20,N
36,168866.51860186894,38117.54422507917,112844.5272211966,147584.69302838523,164954.77593197953,199694.94173916816,217065.02464276244,0.5305347368421053,0.09239732702700831,9.7748,7.0,13.0,51819.67979882884,178213.63336561492,91384.66952144113,0.0228,N = 20,N
37,178720.6872586537,36423.19519661815,126460.13908052442,160476.55143339664,177484.75760983268,211501.16996270488,228509.37613914098,0.5662175438596491,0.09016872225653652,8.927333333333333,6.0,12.0,41965.511142044066,166040.88233828818,77769.05766211331,0.03666666666666667,N = 20,N
38,184962.94017655723,35194.293146453645,139351.99748553586,155998.32693481375,189290.98583336952,205937.31528264735,222583.64473192522,0.5943157894736842,0.08902052426048832,8.26,6.0,11.0,35723.25822414057,149534.90273832637,68937.00723607026,0.043866666666666665,N = 20,N
39,188540.77760608896,33902.39915339452,151590.40944019897,167880.54353637662,184170.67763255438,216750.94582490972,233041.07992108742,0.616558596491228,0.0876278506738999,7.731733333333334,5.0,10.0,32145.420794608865,152518.03882054042,62991.469616469694,0.0324,N = 20,N
40,196329.1379352515,32114.937243918048,147208.00923497725,179080.01072749883,195016.01147375957,210952.01222002035,242824.0137125419,0.6508378947368421,0.08485239838305891,6.9176,4.0,10.0,24357.06046544634,146595.41492559054,50729.60237559679,0.07773333333333333,N = 20,N
41,205909.31857943357,29754.61320182914,173989.3438224433,189571.21121878715,205153.07861513103,220734.94601147494,236316.8134078188,0.6915171929824562,0.08040280328135427,5.951466666666667,4.0,8.0,14776.87982126421,115283.17246356956,33731.20157958529,0.18226666666666666,N = 20,N
42,206702.03427877757,28177.87126185793,168898.67691738775,184126.4109638147,214581.87905666867,229809.61310309562,245037.34714952257,0.7097908771929825,0.07791288454950343,5.5174666666666665,3.0,8.0,13984.164121920228,118603.17261904056,31154.125317420112,0.1108,N = 20,N
43,206661.82833911703,26660.501817474553,178681.6107088423,193555.21140535234,208428.81210186242,223302.41279837245,238176.01349488256,0.726576842105263,0.07547247420792269,5.1188,3.0,7.0,14024.370061580788,121923.17277451153,27445.334618560213,0.11066666666666666,N = 20,N
44,205495.01601937157,25312.407438759565,173358.50856674602,187885.8912377539,202413.2739087618,216940.65657976962,231468.0392507775,0.7405108771929824,0.07336390873049689,4.787866666666667,3.0,7.0,15191.182381326224,76393.69738961366,28865.054587155813,0.06986666666666666,N = 20,N
45,203337.2385059754,24217.893701441662,168040.44883896635,182221.9414463788,210584.92666120367,224766.41926861613,238947.91187602858,0.7521656140350877,0.07190362930458681,4.511066666666666,2.0,7.0,17348.95989472237,70993.93555296105,30484.578912489902,0.0532,N = 20,N
46,204991.0772560506,21964.649782631386,176557.99165500372,190393.59419882073,204229.19674263772,218064.79928645474,231900.40183027176,0.7760028070175439,0.06684402477881135,3.944933333333333,2.0,6.0,15695.121144647215,67699.20438550433,32087.616665181064,0.1352,N = 20,N
47,201048.04582775064,20851.469225104254,170894.04186362863,184383.75434385025,197873.4668240718,211363.17930429342,224852.891784515,0.7835929824561405,0.06508341821510313,3.764666666666667,2.0,6.0,19638.15257294717,73709.04424047482,37968.034712971654,0.048933333333333336,N = 20,N
48,196297.98988038555,19934.12874517782,165266.33443179162,178412.3701222827,191558.40581277377,204704.44150326485,217850.47719375597,0.7888645614035088,0.063846756269358,3.639466666666667,2.0,6.0,24388.208520312302,78691.72365112934,42414.604002193606,0.017466666666666665,N = 20,N
49,191215.73248244167,19110.692222173246,159746.68483097645,185364.60053552318,198173.55838779654,210982.51624006993,210982.51624006993,0.792917894736842,0.06282015558364283,3.5432,2.0,6.0,29470.46591825614,85559.68460481538,48179.3033282251,0.005733333333333333,N = 20,N
50,189993.0612758025,17171.257026228795,166698.91524421694,179170.79525827258,191642.67527232823,204114.5552863839,216586.43530043954,0.810220350877193,0.057970433890191395,3.1322666666666668,1.0,5.0,30693.137124895326,92427.64555850142,51761.74834409705,0.028266666666666666,N = 20,N
51,186432.05863359108,15940.049502018175,160842.18780518408,172976.989981022,185111.7921568599,197246.59433269786,209381.3965085358,0.8203705263157895,0.055308687303425225,2.8912,1.0,5.0,34254.13976710671,99295.60651218746,57712.22155568199,0.015733333333333332,N = 20,N
52,180632.14004622586,15214.507942426968,154985.4603661512,166783.18470377137,178580.9090413916,190378.63337901182,202176.35771663205,0.8231101754385965,0.05429952780732528,2.8261333333333334,1.0,5.0,40054.05835447196,106163.5674658735,63026.42839932424,0.0017333333333333333,N = 20,N
53,174953.7697099068,14543.501581733652,160695.64653810204,160695.64653810204,172162.07628167223,183628.50602524242,195094.9357688126,0.8260407017543859,0.053404414018193805,2.7565333333333335,1.0,4.0,45732.42869079102,112913.6948196429,69113.96656499358,0.0004,N = 20,N
54,169270.59215344078,13847.427042509731,154675.77092272768,165814.58838791016,165814.58838791016,176953.4058530926,188092.2233182751,0.8288533333333334,0.05234393700292758,2.6897333333333333,1.0,4.0,51415.606247257034,119588.7949917927,74945.27495107002,0.0002666666666666667,N = 20,N
55,163496.07629376027,13215.872796895554,148655.89530735335,159467.1004941481,170278.30568094284,170278.30568094284,181089.51086773758,0.831480701754386,0.051470469051334865,2.6273333333333335,1.0,4.0,57190.122106937524,126263.89516394248,81620.3751232198,0.00013333333333333334,N = 20,N
18,12058.808498303668,8104.433143407091,7260.5951740702,7260.5951740702,7260.5951740702,20733.676391498506,20733.676391498506,0.10837960784313724,0.0141535957123217,34.64386666666667,34.0,35.0,203731.51025059557,267094.3062895292,228907.47964673926,0.0,N = 35,N
19,11705.92851263494,8482.717062506888,6342.9623117316005,6342.9623117316005,6342.9623117316005,19600.129914492005,19600.129914492005,0.10951843137254903,0.015055504209335175,34.59546666666667,34.0,35.0,204084.3902362643,268011.9391518678,228632.22914935445,0.0,N = 35,N
20,17844.510293394396,12617.55692292041,5434.204855090764,5434.204855090764,18477.547173935673,18477.547173935673,31520.889492780567,0.12238745098039217,0.022761320300171466,34.04853333333333,33.0,35.0,197945.80845550486,264132.21466677997,225383.12594225368,0.0,N = 35,N
21,23713.27307589037,15414.549342144874,4525.447398449949,17354.96443337937,17354.96443337937,30184.481468308775,43013.99850323814,0.13519058823529412,0.02827037663625494,33.5044,32.0,35.0,192077.0456730089,261121.93993189855,219909.67133531848,0.0,N = 35,N
22,25450.24713223052,16250.229837007186,3616.689941809105,16232.381692823023,28848.073443836955,28848.073443836955,41463.765194850814,0.140721568627451,0.030308155640797238,33.269333333333336,32.0,35.0,190340.07161666872,262030.69738853938,218924.33369705704,0.0,N = 35,N
23,29115.640149109855,17500.57996572578,2707.932485168276,15109.798952266712,27511.66541936515,39913.53188646352,52315.39835356196,0.1501019607843137,0.03320293386702343,32.870666666666665,31.0,35.0,186674.67859978936,262939.4548451802,215707.53184507773,0.0,N = 35,N
24,34626.15025453918,19154.222706058514,13994.981011205906,26184.50120381656,38374.02139642717,50563.541589037835,62753.06178164849,0.16335372549019606,0.03697336613437327,32.30746666666667,30.0,34.0,181164.16849436006,260359.9204523935,211380.15345285673,0.0,N = 35,N
25,46839.51707171056,22065.873201861825,24870.975320992162,36850.33137235086,48829.687423709605,60809.04347506836,72788.39952642712,0.19020862745098038,0.04334097878787957,31.166133333333335,29.0,33.0,168950.8016771887,254091.5798879751,201134.2795643629,0.0,N = 35,N
26,58218.50422622634,24190.530187207165,23557.44943816772,35326.64134827451,58865.02516848821,70634.21707859504,94172.60089880868,0.21635450980392154,0.048362619110030154,30.054933333333334,27.0,33.0,157571.8145226729,249944.9013701185,191136.10336224764,0.0,N = 35,N
27,61738.809635966805,24631.70079696388,33802.95132419819,45361.97909305313,56921.00686190807,80039.06239961795,91598.09016847282,0.22745411764705883,0.05013998081035938,29.5832,27.0,32.0,154051.50911293246,250838.09897043908,188306.86533989533,0.0,N = 35,N
28,64010.684002899914,24782.439817554357,32279.261300121856,43628.124927724886,66325.85218293095,77674.71581053398,100372.44306574,0.2363764705882353,0.05138102369853205,29.204,26.0,32.0,151779.63474599933,251731.29657075967,186003.66295558208,0.0,N = 35,N
29,65419.72820010702,24865.83204719678,30768.409467856036,53049.35001071289,64189.82028214133,86470.76082499814,97611.23109642658,0.2437741176470588,0.05251828575056143,28.8896,26.0,32.0,150370.59054879227,241476.4980630733,184230.150970326,0.0,N = 35,N
30,67144.27299812414,24950.68952253744,40206.86344781623,51141.028714218206,62075.1939806202,83943.52451342411,94877.68977982609,0.25208470588235293,0.05369180301243983,28.5364,26.0,31.0,148646.0457507751,240827.99141523615,182211.12409751723,0.0,N = 35,N
31,77993.3855877872,25930.808240593862,49232.70741772353,59960.56767909907,81416.28820185008,92144.1484632256,113599.86898597662,0.28072784313725485,0.05687403169123031,27.319066666666668,24.0,30.0,137796.93316111204,231183.23243024945,172829.53017017292,0.0,N = 35,N
32,84221.37609419377,26104.952753207694,47324.38612122885,68367.496633927,78889.05189027604,99932.16240297415,120975.27291567228,0.30016,0.05837864911252226,26.4932,23.0,30.0,131568.94265470552,221951.0834553158,164695.08226128822,0.0,N = 35,N
33,100390.84719748297,27293.377111122616,66046.56532737942,76361.815578702,96992.31608134718,117622.81658399245,138253.31708663766,0.34304627450980396,0.06225705560702813,24.670533333333335,21.0,28.0,115399.47155141628,216668.78658121557,148968.4578779173,0.0,N = 35,N
34,119269.25825267515,28217.08633433625,83974.2147971773,104196.73778543042,114307.99927955703,134530.5222678102,154753.04525606337,0.3938980392156862,0.06566257272117,22.509333333333334,19.0,26.0,96521.0604962241,206966.03805152266,130479.6049573321,0.0,N = 35,N
35,146204.20285137324,28911.719225113626,111021.83929396587,130839.91182245399,150657.9843509421,170476.05687943022,180385.09314367428,0.4658949019607843,0.06865205942660449,19.449466666666666,16.0,23.0,69586.11589752605,170973.40193036455,101933.06951588196,0.0006666666666666666,N = 35,N
36,168192.2869133208,28225.120436162135,127149.30137709779,146562.9234458208,165976.5455145439,185390.1675832669,204803.78965198997,0.5289003921568627,0.0684179879983166,16.771733333333334,13.0,21.0,47598.03183557845,134943.80954719023,77545.48702049372,0.0064,N = 35,N
37,178469.9662899587,27448.23800723947,142467.86254069957,161477.03414965756,180486.2057586155,199495.37736757353,208999.9631720525,0.565596862745098,0.06795045124256105,15.212133333333334,12.0,19.0,37320.35245894052,113603.38734740883,64609.84060801813,0.015866666666666668,N = 35,N
38,184593.1305438899,26612.694288005183,147675.16221017478,166279.88335936773,184884.60450856062,203489.3256577535,222094.04680694646,0.5933803921568627,0.06731420880208938,14.031333333333333,10.0,18.0,31197.18820500932,115898.90479468857,56424.77974607123,0.0236,N = 35,N
39,188447.25307151323,25484.939840861985,152548.65262232703,170755.27308276092,188961.89354319483,207168.5140036287,216271.82423384563,0.616316862745098,0.06587116424132995,13.056533333333334,10.0,17.0,27343.06567738603,102721.96932897443,50414.10057096253,0.023066666666666666,N = 35,N
40,196404.4433505426,24213.961135641042,165956.2454070487,183767.06977051665,192672.4819522506,210483.30631571857,228294.1306791865,0.651036862745098,0.06397685479215512,11.580933333333334,8.0,15.0,19385.87539835665,105937.8126168228,38773.28210683498,0.05506666666666667,N = 35,N
41,205947.5094308952,22389.83206106981,178572.24599783853,187279.76013108948,204694.7883975915,222109.81666409352,230817.33079734445,0.6916203921568628,0.06050171953161498,9.856133333333334,7.0,13.0,9842.809318004041,83031.1135049182,23355.043165890034,0.1948,N = 35,N
42,206663.63650233892,21340.513508570682,181887.03830992835,190396.65439469638,207415.8865642324,224435.1187337684,232944.73481853644,0.7096847058823529,0.05900733060240248,9.0884,6.0,12.0,9126.68224656033,65404.877743548044,20633.944999249128,0.15746666666666667,N = 35,N
43,206489.6445381127,20097.22757325226,176494.31648876725,193117.75256133734,209741.18863390744,218052.90667019243,234676.34274276253,0.7260894117647059,0.05689268341824157,8.3912,5.0,12.0,9300.674210786536,62670.143222668965,19146.636190727993,0.13026666666666667,N = 35,N
44,205412.9220647484,18986.553933154213,179340.37201951398,195576.85853416985,203695.1017914978,219931.5883061536,228049.83156348154,0.7402729411764706,0.05502944803763176,7.7884,5.0,11.0,10377.396684150894,59823.721146261756,19619.08787187579,0.0916,N = 35,N
45,203523.43316185626,17885.611934938166,181804.83872263136,189729.79047383246,205579.6939762346,213504.64572743565,229354.54922983784,0.7527184313725491,0.05310290095042126,7.2594666666666665,4.0,10.0,12266.885587042963,47783.93011165701,22889.94967496014,0.052,N = 35,N
46,205037.57573205075,16227.109565715631,183882.72241349507,191614.3826585693,207077.7031487177,214809.36339379195,222541.02363886614,0.7761443137254902,0.04938322826148133,6.263866666666667,4.0,9.0,10752.743016848453,52225.78595661459,23533.164150737342,0.15213333333333334,N = 35,N
47,200955.31066705327,15477.174595283168,178035.6543531577,193112.39183105243,200650.76056999978,208189.12930894716,223265.86678684189,0.7833035294117648,0.04830870266735114,5.9596,3.0,9.0,14835.008081845983,58652.72853533251,27828.2794387374,0.05173333333333333,N = 35,N
48,196262.16048899377,14736.31387488037,179572.31444791428,186918.6285102475,194264.94257258077,208957.5706972473,216303.88475958054,0.7887498039215687,0.04719874403870532,5.728133333333333,3.0,8.0,19528.15825990547,63082.50002048834,33289.67437518365,0.0176,N = 35,N
49,191161.73393463306,14140.476537386525,173685.8448466857,180843.79188177965,195159.68595196755,202317.6329870615,209475.58002215542,0.7927403921568628,0.04648219571423015,5.558533333333333,3.0,8.0,24628.58481426618,68521.15327757387,39136.71791624298,0.0028,N = 35,N
50,189903.16592103452,12789.003678947005,174768.95525331175,181738.5352611664,188708.11526902104,195677.69527687566,202647.2752847303,0.8099168627450982,0.04317587764013786,4.828533333333334,3.0,7.0,25887.15282786474,74784.35693328106,42109.2155283234,0.0136,N = 35,N
51,186449.1425315563,11794.918210163129,168694.1186248439,182256.54458607454,189037.75756668986,195818.9705473052,202600.18352792048,0.8204298039215687,0.040925935830550125,4.381733333333333,2.0,7.0,29341.176217342945,81047.56058898824,46634.48505863431,0.0104,N = 35,N
52,180696.86560053297,11294.058909676854,169212.12794975203,175804.97390312803,182397.81985650404,188990.66580988007,195583.51176325604,0.8233411764705884,0.04030771603946743,4.258,2.0,6.0,35093.453148366214,87310.76424469543,52648.84730059042,0.0008,N = 35,N
53,174966.18043386453,10768.052351093567,163056.38207354298,169464.0928125969,175871.80355165084,182279.51429070477,188687.22502975867,0.8260862745098042,0.039540788901185384,4.141333333333334,2.0,6.0,40824.13831503471,93466.51012090448,59053.43459055055,0.00013333333333333334,N = 35,N
54,169239.05401144133,10257.817744139851,156969.05687144175,163193.69016080842,169418.32345017508,175642.95673954175,181867.59002890842,0.828734117647059,0.038775042044883315,4.0288,2.0,6.0,46551.264737457925,99553.83532300571,65060.12124410449,0.0,N = 35,N
55,163463.4730906676,9821.301006310197,150881.73166934052,156923.28750901995,162964.84334869936,169006.3991883788,175047.95502805818,0.8313537254901963,0.03824998751560911,3.917466666666667,2.0,6.0,52326.84565823167,105641.16052510694,70518.44574221669,0.0,N = 35,N
18,11794.076200423253,6488.898655981766,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10791727891156461,0.011332223558375076,49.51506666666667,49.0,50.0,201555.36535764352,259826.5017589857,221424.2831824781,0.0,N = 50,N
19,11429.31365228672,6798.0155814418795,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10902748299319726,0.012065420955025661,49.447066666666665,48.0,50.0,201920.12790578007,260744.1346213243,222341.91604481672,0.0,N = 50,N
20,17780.269614218574,10333.178984170152,5434.204855090764,14484.687280411694,14484.687280411694,23535.169705732682,32585.652131053546,0.1222715646258503,0.0186404387168209,48.635866666666665,47.0,50.0,195569.17194384823,261652.89207796514,217233.6058153272,0.0,N = 50,N
21,23834.725837154354,12715.436357180237,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.1354133333333333,0.023320187112378852,47.830933333333334,46.0,50.0,189514.7157209124,253659.53567363456,212397.1518184113,0.0,N = 50,N
22,25728.650561076018,13394.443186169363,12370.43523843099,12370.43523843099,21124.180535052932,29877.92583167476,47385.41642491857,0.14124081632653057,0.024981853972534534,47.474,45.0,49.0,187620.79099699078,249235.98274376238,210903.77389545503,0.0,N = 50,N
23,29509.66516372165,14734.594974017698,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,45734.81614653014,0.15084952380952377,0.02795517539634841,46.885466666666666,45.0,49.0,183839.77639434513,247168.41098334285,208337.07674048183,0.0,N = 50,N
24,34836.90457101221,16019.075576146493,18721.52965732025,27179.56407668267,35637.598496045204,44095.63291540768,52553.667334770216,0.16376054421768704,0.030921596532534932,46.09466666666667,44.0,48.0,178512.53698705457,245005.26328472048,203921.40011697228,0.0,N = 50,N
25,47009.54243542181,18402.684843200244,25848.88193742954,34161.08817714789,42473.29441686619,59097.70689630284,75722.11937573944,0.19054258503401356,0.03614587857605731,44.45426666666667,41.0,47.0,166339.89912264497,231544.30606306694,194094.67451304698,0.0,N = 50,N
26,58242.07463505854,20147.858456690377,32684.577858250545,40850.95591832466,57183.71203847295,73516.46815862118,81682.84621869528,0.21640163265306123,0.040280357515232006,42.8704,40.0,46.0,155107.36692300826,232583.33184303174,183664.02624269482,0.0,N = 50,N
27,61737.48860422178,20612.426787909735,39228.61741978316,47249.16730021314,63290.26706107301,79331.36682193288,87351.91670236288,0.22745142857142853,0.0419583971127208,42.1936,39.0,45.0,151611.95295384503,229559.0103389149,181004.61943404356,0.0,N = 50,N
28,63941.44821445615,20832.393014531826,37606.27892124164,45481.00062202745,61230.44402359896,76979.88742517047,92729.33082674202,0.236232925170068,0.04319145681607163,41.65573333333333,38.0,45.0,149407.99334361064,230452.2079392355,178450.66882041527,0.0,N = 50,N
29,65455.559590204495,20952.39141309014,35997.60979934284,51457.85425765171,66918.0987159605,82378.34317426936,90108.46540342376,0.24384979591836733,0.044252839691898756,41.1892,38.0,45.0,147893.88196786225,223607.75747382315,176797.90843254316,0.0,N = 50,N
30,67204.04643491379,21108.36994129602,41992.03328722883,49579.00510473222,64752.948739739004,79926.89237474585,95100.83600975265,0.25221333333333334,0.04542345171575494,40.67693333333333,37.0,44.0,146145.395123153,224627.70415683655,174608.94790480786,0.0,N = 50,N
31,78046.13454967103,21793.48136551175,47700.15595181275,62587.79876351752,77475.44157522236,92363.08438692713,107250.72719863197,0.280843537414966,0.04779963425528637,38.92333333333333,35.0,43.0,135303.30700839576,214696.3340939848,163767.89963555394,0.0,N = 50,N
32,84397.07890945418,22208.228026484834,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.300552925170068,0.049664382219949926,37.71613333333333,34.0,42.0,128952.3626486126,208845.06101774986,157740.36405834008,0.0,N = 50,N
33,100499.27661713159,23134.71535386262,72572.53997617534,86887.58114127608,101202.62230637687,115517.66347147766,129832.70463657839,0.34329360544217685,0.05277101673325873,35.09826666666667,31.0,39.0,112850.16494093521,188965.04759971617,141368.1815489188,0.0,N = 50,N
34,118998.52406736305,23773.784893237946,91196.54443583911,105228.49916238216,119260.45388892514,133292.4086154682,147324.36334201123,0.3932680272108844,0.05532278779294489,32.037333333333336,28.0,36.0,94350.91749070374,175016.96241164627,122482.35041315042,0.0,N = 50,N
35,146153.80832408648,24006.38599284633,115875.24481114664,129626.56044315881,143377.876075171,164004.8495231892,177756.1651552014,0.4657752380952381,0.05700414510000191,27.596266666666665,23.0,32.0,67195.63323398029,163387.9799320237,93817.8135695566,0.0,N = 50,N
36,168281.08772610317,23631.33422753507,139431.38880833075,152902.06534581204,166372.74188329332,186578.75668951526,200049.43322699654,0.5291156462585035,0.057282602043116235,23.716666666666665,19.0,28.0,45068.35383196361,119892.51779733223,70279.77247507806,0.0026666666666666666,N = 50,N
37,178476.50958304317,22856.010746262396,148674.93898444096,161864.97642739138,181650.03259181706,194840.07003476747,208030.10747771797,0.5656130612244897,0.05658200148963042,21.4812,17.0,26.0,34872.93197502361,109100.65477284737,57850.99744962452,0.004266666666666667,N = 50,N
38,184787.10058221137,21976.42589456531,157357.21097148943,170266.60931990904,183176.0076683286,202540.105190958,215449.5035393776,0.5938710204081632,0.055587221097608726,19.7504,15.0,24.0,28562.340975855404,98075.75257798555,49455.93526641623,0.013866666666666666,N = 50,N
39,188375.6155934567,21210.067285096444,159236.798913915,171869.96413135892,190819.71195752482,203452.87717496871,216086.04239241267,0.6161317006802721,0.05482186084921092,18.38693333333333,14.0,23.0,24973.825964610125,82596.18345970128,44147.4197544372,0.017866666666666666,N = 50,N
40,196409.7502492305,20042.833043019487,173225.96963703563,185584.50082801338,197943.03201899113,210301.56320996888,222660.09440094663,0.6510508843537415,0.052956119489646625,16.24813333333333,12.0,20.0,16939.691308836293,78211.11557225767,32783.84483586412,0.05333333333333334,N = 50,N
41,205895.45389742378,18408.111462036853,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6914797278911564,0.04974232918519022,13.771866666666666,10.0,18.0,7453.9876606430125,58042.67925364812,18137.420785346316,0.2668,N = 50,N
42,206484.20516889438,17564.755053234687,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7091885714285715,0.04856721502789444,12.6872,9.0,17.0,6865.2363891724,50782.04217894873,16309.862302755966,0.1692,N = 50,N
43,206298.30539637947,16504.56664631356,187180.81110684804,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7255477551020407,0.04672231937173777,11.6852,8.0,15.0,7051.136161687327,47393.809824551194,14831.611298617849,0.11813333333333334,N = 50,N
44,205313.49291399668,15638.945353579844,187292.9368430189,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.739984761904762,0.045326947361174645,10.800933333333333,7.0,14.0,8035.9486440700875,46476.1972535385,15792.70499548703,0.0912,N = 50,N
45,203214.37082580675,14821.783528445381,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7518008163265306,0.044006305486373715,10.0772,7.0,14.0,10135.070732260061,37713.48336156414,19028.018729569947,0.04493333333333333,N = 50,N
46,204881.07009786548,13498.798796494668,186722.92413617537,197452.5750885233,208182.22604087117,213547.05151704513,224276.70246939303,0.7756680272108843,0.04108028355410364,8.615333333333334,5.0,12.0,8468.371460201313,41755.60065244336,19148.406103513407,0.1676,N = 50,N
47,200802.88177426657,12894.801524334553,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.7828277551020408,0.04024837537100789,8.1768,5.0,11.0,12546.559783800232,48478.397577273834,23681.336666776697,0.029066666666666668,N = 50,N
48,196100.10180027725,12325.530280523211,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.7882307482993197,0.0394772772751116,7.845866666666667,5.0,11.0,17249.339757789567,55158.1768144083,28651.093427963468,0.004266666666666667,N = 50,N
49,191048.083265382,11799.08448600876,174124.0865018955,184057.5640199851,193991.04153807467,198957.78029711943,203924.5190561642,0.7923668027210884,0.03878563447825366,7.592533333333333,5.0,11.0,22301.358292684807,61709.697348543006,34361.54725604554,0.0012,N = 50,N
50,189790.2871721726,10645.20097113943,177898.1544405118,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8095357823129251,0.03593836596835161,6.540933333333333,4.0,9.0,23559.15438589418,60446.41292258675,36918.09938874192,0.010133333333333333,N = 50,N
51,186355.38649576175,9740.088061722983,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.8201044897959184,0.03379609861597074,5.8936,3.0,9.0,26994.055062305055,66997.93345672145,41493.522001379635,0.0052,N = 50,N
52,180612.7821475168,9339.471432837876,170153.9630859486,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,0.8230410884353742,0.03333192836022833,5.713733333333334,3.0,8.0,32736.65941055001,73549.45399085619,47622.54023084024,0.0002666666666666667,N = 50,N
53,174876.14120051358,8972.609836396266,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.8257556462585035,0.03294784050688736,5.547466666666667,3.0,8.0,38473.3003575532,79988.57009306841,53279.35435555165,0.0,N = 50,N
54,169163.47764753067,8574.614526210338,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,179453.9567126234,0.8284484353741496,0.032412453317608905,5.382533333333333,3.0,8.0,44185.96391053609,86356.11588142565,59592.003529006586,0.0,N = 50,N
55,163438.53420574567,8189.74668063569,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.8312565986394557,0.03189574457488349,5.210533333333333,3.0,8.0,49910.90735232112,92723.66166978286,65291.56128568277,0.0,N = 50,N
18,11916.55218130523,5344.385569205475,7260.5951740702,7260.5951740702,13450.929787483197,13450.929787483197,19641.264400896194,0.10813117117117116,0.009333443973047657,74.24786666666667,73.0,75.0,199718.26006741644,249607.7371248717,217231.84553513175,0.0,N = 75,N
19,11573.213515876492,5613.624924998205,6342.9623117316005,6342.9623117316005,12434.093372459349,12434.093372459349,18525.22443318709,0.10928288288288288,0.009963311644743511,74.14133333333334,73.0,75.0,200061.5987328452,250624.57353989553,217300.1467541337,0.0,N = 75,N
20,17702.044093147822,8496.210545820786,5434.204855090764,11427.091866451927,17419.97887781309,23412.865889174253,29405.75290053543,0.12213045045045043,0.015326657193028247,72.95293333333333,71.0,75.0,193932.76815557384,239645.80102318063,211882.7240235901,0.0,N = 75,N
21,23596.582261489773,10369.57708263967,10420.090360444534,16314.733322439133,22209.376284433718,28104.019246428303,39893.30517041749,0.13497657657657655,0.019017867027964003,71.76466666666667,69.0,74.0,188038.2299872319,238742.43411611754,207507.30963030353,0.0,N = 75,N
22,25440.51827444775,10952.596495834998,9413.08885443712,15209.487767065133,26802.28559232116,32598.684504949168,38395.08341757719,0.1407034234234234,0.020427587953903894,71.23493333333333,69.0,74.0,186194.29397427393,238710.96114233416,205956.7997457916,0.0,N = 75,N
23,29104.824827722317,11957.848605528761,14104.242211691148,19802.39707495259,25500.55193821402,36896.86166473689,42595.016527998334,0.15008144144144142,0.02268699992907829,70.36746666666667,68.0,73.0,182529.98742099933,237596.47029857297,203212.6866669897,0.0,N = 75,N
24,34474.07775397406,13032.418440672129,18607.23189489641,24207.822253663457,35409.002971197566,41009.59332996463,52210.77404749874,0.16306018018018015,0.025156456934737316,69.16693333333333,66.0,72.0,177160.7344947476,235117.40846064192,198389.01224987442,0.0,N = 75,N
25,46780.63475944369,15072.509375978474,28432.405498423104,33936.433954452805,44944.49086651219,55952.54777857156,66960.60469063095,0.19009297297297295,0.029604870071005387,66.6664,63.0,70.0,164854.17748927796,222624.01220323448,187283.78296243545,0.0,N = 75,N
26,58030.36680167413,16553.457814737383,37871.331491000325,48686.26459758499,59501.19770416964,70316.1308107543,81131.06391733896,0.21597837837837836,0.03309429636525562,64.272,60.0,68.0,153604.44544704753,218592.55276394956,177590.5152713142,0.0,N = 75,N
27,61525.457058553904,16851.196848340842,41613.10522207315,52234.91452318308,62856.72382429302,73478.53312540294,84100.34242651289,0.2270198198198198,0.0343020846823352,63.25066666666667,59.0,67.0,150109.35519016776,220065.12178069435,173913.4938342775,0.0,N = 75,N
