v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_mult,std_mult,mu,sigma
62,132259.80569059722,1868.050376027979,129980.33192551744,129980.33192551744,133305.60364700507,133305.60364700507,133305.60364700507,0.8948653061224492,0.00917181638190822,50,5
64,119921.32558816529,961.0151638211544,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.8984612244897963,0.005081380208466037,50,5
66,107091.28919640687,449.98532051479515,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.8996040816326534,0.002576900559417814,50,5
68,94569.88688338846,218.7325545885635,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.8998897959183676,0.0013615227773414174,50,5
70,82011.16520583176,92.68160451853369,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.8999755102040818,0.0006318493907924025,50,5
72,69973.42270259559,64.35129330433156,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.8999857142857145,0.00048273395361300703,50,5
74,57977.05982276115,37.924515210724735,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.8999938775510207,0.00031610261989693415,50,5
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,50,5
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,50,5
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,50,5
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,50,5
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,50,5
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,50,5
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,50,5
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,50,5
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,50,5
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,50,5
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,50,5
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,50,5
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,50,5
0,24232.991676237143,0.0,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.1,2.7755575615628914e-17,50,8
2,22304.862022308916,7.275957614183426e-12,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,0.1,2.7755575615628914e-17,50,8
4,20385.42104911035,7.275957614183426e-12,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,0.1,2.7755575615628914e-17,50,8
6,18483.112372107367,0.0,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,0.1,2.7755575615628914e-17,50,8
8,16580.803695104383,7.275957614183426e-12,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,0.1,2.7755575615628914e-17,50,8
10,14699.220725612016,0.0,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,0.1,2.7755575615628914e-17,50,8
12,12826.445234475452,162.1565065486344,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,0.10000408163265305,0.0002581128449593855,50,8
14,10957.315072911792,157.3322384215317,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,0.10000408163265305,0.0002581128449593855,50,8
16,9114.948826343323,264.18354249576544,9107.711147427312,9107.711147427312,9107.711147427312,9107.711147427312,9107.711147427312,0.1000122448979592,0.0004469527534856407,50,8
18,7273.449593394991,346.4195003385059,7260.5951740702,7260.5951740702,7260.5951740702,7260.5951740702,7260.5951740702,0.10002244897959184,0.0006049875997366123,50,8
20,5478.325956914203,630.373369530091,5434.204855090764,5434.204855090764,5434.204855090764,5434.204855090764,5434.204855090764,0.10007959183673469,0.0011371559692755302,50,8
22,3743.619248610122,1055.5343611969374,3616.689941809105,3616.689941809105,3616.689941809105,3616.689941809105,3616.689941809105,0.10023673469387755,0.0019686675218901473,50,8
24,2095.148497458403,1567.06488066182,1805.4608185952384,1805.4608185952384,1805.4608185952384,1805.4608185952384,1805.4608185952384,0.10055918367346939,0.0030249028884216248,50,8
26,680.5422408200272,2301.6875354241593,19.065617954023764,19.065617954023764,19.065617954023764,19.065617954023764,19.065617954023764,0.10132244897959183,0.004601620416111857,50,8
28,-372.5195014355062,3301.3002451293055,-1767.3295826871836,-1767.3295826871836,-1767.3295826871836,-1767.3295826871836,6107.392118098571,0.10289183673469386,0.006844531344763205,50,8
30,-784.2621913326001,4532.677457956695,-3529.7976177916426,-3529.7976177916426,-3529.7976177916426,4057.1741997117497,4057.1741997117497,0.10590816326530611,0.009753943872842013,50,8
32,-182.95888719253952,6061.307555176624,-5283.3901605164865,-5283.3901605164865,2017.2808336848975,2017.2808336848975,9317.951827886325,0.11140612244897957,0.013554935351616608,50,8
34,1998.916227886783,7798.2130759068405,-7027.138649962013,-7027.138649962013,-11.161286690512497,7004.816076581032,14020.793439852481,0.12100408163265303,0.018146832281858153,50,8
36,6437.925105628657,9813.548171569177,-2010.714835222905,-2010.714835222905,4724.62343351778,11459.96170225837,18195.299970999054,0.13680612244897952,0.023788143704892458,50,8
38,13460.98860603708,11832.987257642591,-4010.268383755276,2444.4307904545494,15353.829138874105,21808.52831308388,28263.227487293698,0.1605183673469387,0.029930384589899484,50,8
40,23422.033805598814,13816.153879522555,6385.798558835952,12565.064154324857,24923.59534530263,31102.860940791492,43461.39213176923,0.19399183673469383,0.036504315241310654,50,8
42,36573.70806501088,15588.541581755415,15689.026205377566,27498.28934342299,33402.92091244568,45212.184050491065,57021.44718853649,0.23937959183673468,0.043102909700580457,50,8
44,52278.88884609112,16779.41004477257,29567.067843504847,40833.20134347012,52099.33484343543,63365.46834340069,74631.601843366,0.2964387755102041,0.048632399350182196,50,8
46,69896.47275745796,17644.785278077776,47237.46175565278,57967.112708000655,68696.76366034856,79426.41461269643,90156.06556504435,0.3648755102040816,0.05369757660681159,50,8
48,87639.22843007905,17622.820228550176,62780.913334493715,72975.79815569088,88268.12538748665,98463.01020868382,108657.89502988098,0.44084285714285715,0.056443896911378064,50,8
50,104128.67040645618,16793.507393442756,81177.45229069248,90849.5225056744,105357.62782814729,115029.69804312926,124701.76825811117,0.5203408163265306,0.056695145186457116,50,8
52,117624.08383669016,15482.230694601389,96959.91821581504,106109.17382458175,119833.05723773176,128982.3128464985,138131.5684552652,0.5982387755102041,0.055255011815178764,50,8
54,127507.20058787403,13580.490638611414,110347.82386740972,118986.09047306149,127624.35707871316,136262.62368436487,144900.89029001654,0.6709857142857143,0.0513349046197601,50,8
56,132609.90724349857,11429.952113214405,117175.8654858477,125305.99876175518,133436.13203766267,141566.26531357015,145631.3319515239,0.7334163265306122,0.04590612644097366,50,8
58,133431.05719975094,9293.964195482953,122158.26738156416,125973.40904098944,133603.69235983992,141233.97567869042,145049.11733811567,0.7849755102040817,0.03977262300910734,50,8
60,130147.68167637954,7309.870775026337,121758.29285275345,125327.29634060292,128896.29982845232,136034.30680415116,139603.3102920006,0.8240918367346939,0.033439258153243084,50,8
62,123671.04449295985,5493.589527429064,116679.24503956697,120004.51676105458,123329.78848254221,126655.06020402984,129980.33192551744,0.8526959183673469,0.02697261009110966,50,8
64,114908.35970831834,3983.481647558461,110949.08930521776,114036.84161802771,114036.84161802771,117124.59393083764,120212.34624364757,0.8719551020408163,0.021062711148289653,50,8
66,104393.19037174025,2754.2059389760543,101458.45997666303,104309.44275269433,104309.44275269433,107160.42552872564,107160.42552872564,0.8841530612244899,0.015772325232253692,50,8
68,93226.30423052819,1866.0244172163636,91964.68733247882,91964.68733247882,94587.59148642761,94587.59148642761,94587.59148642761,0.8915265306122451,0.011615256594493929,50,8
70,81387.31315478057,1230.148005465007,79619.93191226323,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.895722448979592,0.008386435170985007,50,8
72,69708.71523492689,765.6053799379633,67798.90390601188,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.8980000000000002,0.005743221200186264,50,8
74,57868.10263797048,470.164531677663,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.8990857142857145,0.003918843508483291,50,8
76,46471.2609094519,272.3466427728491,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.8996163265306125,0.0025396940394945304,50,8
78,35143.52133409163,150.86387295530588,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.8998469387755105,0.0015944183670530646,50,8
80,24371.376224495583,86.47769525433294,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.8999326530612247,0.0010464254619402735,50,8
82,13749.206892268377,53.25500916307942,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.8999653061224492,0.0007518157944301807,50,8
84,3808.6397816841995,30.85276092002409,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.8999836734693879,0.0005160320205478883,50,8
86,-5974.549604908041,21.863959999434428,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.8999877551020411,0.00044695275348564077,50,8
88,-14848.10366992876,12.346313459950167,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.8999938775510207,0.00031610261989693415,50,8
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,50,8
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,50,8
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,50,8
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,50,8
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,50,8
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,50,8
0,24242.08143031995,331.7864002917081,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.1000122448979592,0.0004469527534856407,50,12
2,22319.618116599184,417.10443853296425,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,0.10002040816326531,0.0005768691438817366,50,12
4,20425.641289709845,678.6553757757016,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,0.10005714285714286,0.0009641987867092252,50,12
6,18552.99309901768,881.1624384690363,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,0.10010204081632654,0.001286685736012089,50,12
8,16724.83563779175,1254.7794058586087,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,0.10021632653061224,0.0018845963644486185,50,12
10,14960.658393033877,1666.4145463433597,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,0.10040408163265306,0.0025756331029249784,50,12
12,13262.366041375615,2106.3620442803644,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,0.10069795918367347,0.0033528047152434786,50,12
14,11711.164567507614,2729.4819230212915,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,0.10124081632653062,0.004477876571797527,50,12
16,10336.910283329933,3424.143566405915,9107.711147427312,9107.711147427312,9107.711147427312,9107.711147427312,18757.949702109312,0.10207959183673469,0.005793057284633075,50,12
18,9235.50141578813,4264.913820523501,7260.5951740702,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,0.10344897959183673,0.007448252690280832,50,12
20,8524.944603337864,5241.29800067092,5434.204855090764,5434.204855090764,5434.204855090764,14484.687280411694,14484.687280411694,0.10557551020408162,0.009454989053008107,50,12
22,8305.414766312208,6362.177634462438,3616.689941809105,3616.689941809105,3616.689941809105,12370.43523843099,21124.180535052932,0.10874489795918366,0.011866039551056563,50,12
24,8767.480400032986,7578.51322235539,1805.4608185952384,1805.4608185952384,10263.495237957715,10263.495237957715,18721.52965732025,0.11343877551020405,0.014628792221138064,50,12
26,10049.41947024007,8860.245234233464,19.065617954023764,19.065617954023764,8185.443678028139,16351.821738102313,24518.19979817637,0.12005306122448976,0.01771373600200387,50,12
28,12293.970354278397,10219.460429704239,-1767.3295826871836,6107.392118098571,13982.113818884376,21856.835519670072,29731.557220455885,0.12915306122448977,0.021187838743500352,50,12
30,15971.565067623671,11724.381419663112,4057.1741997117497,4057.1741997117497,11644.146017215193,26818.089652221985,34405.06146972538,0.14196530612244893,0.02522989102399933,50,12
32,20724.337672451693,13170.80172415267,2017.2808336848975,9317.951827886325,16618.62282208765,31219.964810490463,38520.63580469189,0.15816122448979586,0.029453936180383736,50,12
34,26784.61025798421,14399.99133945117,7004.816076581032,14020.793439852481,28052.748166395526,35068.72552966708,42084.70289293857,0.17868163265306117,0.03350950085021145,50,12
36,34202.6732839448,15810.880014527394,11459.96170225837,24930.638239739696,31665.97650848038,45136.65304596165,51871.99131470229,0.2041081632653061,0.03832573899988814,50,12
38,42992.04416544364,16811.8850891398,21808.52831308388,28263.227487293698,41172.62583571326,54082.024184132824,66991.42253255242,0.23521428571428568,0.04252401996580847,50,12
40,52670.04268544653,17491.147707792465,31102.860940791492,43461.39213176923,49640.65772725809,61999.18891823587,74357.7201092136,0.271269387755102,0.04621419068036966,50,12
42,63086.979967815074,18119.867830957817,39307.552481468374,51116.8156195138,62926.0787575592,74735.34189560462,86544.60503365003,0.3126897959183673,0.05010212294768613,50,12
44,73819.03196468101,18379.853411911754,52099.33484343543,63365.46834340069,74631.601843366,85897.73534333127,97163.86884329657,0.358869387755102,0.0532710249490787,50,12
46,84211.83893744361,18216.790832930958,63331.93818417462,74061.58913652254,84791.2400888704,95520.8910412183,106250.54199356618,0.4084408163265306,0.05543833522853376,50,12
48,93817.32863172454,17815.19339547041,72975.79815569088,83170.68297688806,93365.56779808525,103560.45261928241,113755.33744047958,0.460630612244898,0.05706004637334498,50,12
50,102145.89601238487,16854.16376308614,81177.45229069248,90849.5225056744,100521.59272065634,115029.69804312926,124701.76825811117,0.5136469387755103,0.056899922044730225,50,12
52,108693.83853405833,15768.553587682723,87810.66260704835,96959.91821581504,110683.80162896507,119833.05723773176,128982.3128464985,0.5663673469387756,0.05627687844100562,50,12
54,113287.53397164561,14468.532235729977,93071.29065610634,101709.55726175805,114666.9571702356,123305.22377588731,131943.490381539,0.617234693877551,0.05469174436138539,50,12
56,115603.19283028934,12880.683542388153,96850.53229607898,109045.73220994024,117175.8654858477,125305.99876175518,133436.13203766267,0.6651122448979593,0.05173270031983968,50,12
58,115586.20898049677,11324.570600458099,99267.41742501274,106897.70074386321,114527.98406271369,122158.26738156416,129788.5507004147,0.7086102040816327,0.04846240718798414,50,12
60,113381.84166677088,9723.547446979672,100344.27192565694,107482.27890135578,114620.28587705464,121758.29285275345,125327.29634060292,0.747395918367347,0.044480706055120306,50,12
62,109110.51094249594,8203.304469517445,96727.61471064124,103378.15815361647,110028.70159659171,113353.97331807934,120004.51676105458,0.7812061224489796,0.04027685938496036,50,12
64,103062.9698983012,6825.842279581286,95510.32774116809,98598.08005397802,104773.5846795979,107861.33699240783,110949.08930521776,0.8093224489795918,0.03609173004894425,50,12
66,95277.52931822717,5561.810723206411,87203.5460965065,92905.51164856911,95756.49442460042,98607.47720063172,101458.45997666303,0.8319510204081633,0.03185044602701743,50,12
68,86662.81444829055,4400.048256407801,81473.07071668361,84095.9748706324,86718.8790245812,89341.78317853,91964.68733247882,0.8506714285714285,0.02738854275153168,50,12
70,76849.11877189392,3439.3905336969874,72435.45531666433,74830.28084853063,77225.10638039693,79619.93191226323,82014.75744412953,0.8647836734693879,0.02344776856964135,50,12
72,66719.94212104366,2591.2069918207158,63446.05757230242,65622.48073915717,67798.90390601188,67798.90390601188,69975.3270728666,0.8755795918367348,0.019438049051720946,50,12
74,55978.613660375966,1944.7247516395332,54060.23266524146,54060.23266524146,56019.0135154107,57977.794365579946,57977.794365579946,0.8833367346938776,0.016209372369190667,50,12
76,45330.40112541478,1427.2779957603454,43010.82068209817,44761.61260082002,46512.40451954186,46512.40451954186,46512.40451954186,0.8889775510204083,0.0133096901126758,50,12
78,34479.82958872616,1011.8594582469427,33613.187588958855,33613.187588958855,35158.00398783106,35158.00398783106,35158.00398783106,0.8928326530612246,0.010693927402906067,50,12
80,24001.178067234905,714.5094088357514,23027.700270556714,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.8954530612244901,0.008645938539442755,50,12
82,13557.951898950107,475.3505386250072,12595.17166047718,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.8972653061224491,0.006710655925995689,50,12
84,3710.903948686936,313.5041119750556,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.8983489795918369,0.005243555374895541,50,12
86,-6022.668779070124,199.71093989961474,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.8990040816326532,0.0040825794820173065,50,12
88,-14869.386255343463,118.63416892799646,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.899448979591837,0.003037390207941997,50,12
90,-23515.710569301315,67.54164720726075,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.899683673469388,0.0022944212806089628,50,12
92,-31079.56077384605,35.20608345972185,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.8998306122448982,0.0016743539225302804,50,12
94,-38003.8819677718,17.825091754643694,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.8998938775510208,0.0013371568113697114,50,12
96,-44001.62812305565,6.540015249028782,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.8999408163265309,0.0009812040304838393,50,12
98,-48107.68144335813,1.6710129905124134,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.8999612244897962,0.0007947112772326588,50,12
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,50,12
0,28171.88511211911,6865.288799894526,24232.991676237143,24232.991676237143,24232.991676237143,36352.663786643185,36352.663786643185,0.10530612244897958,0.009248298694247812,50,20
2,27361.775535583452,7665.172594707673,22304.86202230891,22304.86202230891,22304.86202230891,34109.73745452259,34109.73745452259,0.10699387755102038,0.01060118556390117,50,20
4,26791.930801743656,8486.949241213406,20385.421049110344,20385.421049110344,20385.421049110344,31876.918363250792,43368.41567739131,0.1091020408163265,0.012057822649511137,50,20
6,26554.336330248596,9421.350079574791,18483.112372107367,18483.112372107367,29664.02867775754,29664.02867775754,40844.94498340778,0.11178571428571425,0.013757187360853696,50,20
8,26705.16223249669,10403.289172524863,16580.80369510439,16580.80369510439,27451.13899226427,27451.13899226427,38321.47428942422,0.11520612244897956,0.015625057967406007,50,20
10,27195.413071473078,11243.71994806816,14699.220725612016,14699.220725612016,25262.358803262934,35825.49688091394,46388.6349585648,0.11931428571428569,0.017378447254801616,50,20
12,27992.642954540144,12227.112802523472,12823.880994434861,23080.84115679156,23080.84115679156,33337.80131914833,43594.76148150496,0.12414489795918363,0.01946252381893851,50,20
14,29390.55238466248,13188.46972381024,10954.827120784415,20906.635630300225,30858.4441398161,40810.252649331844,50762.06115884772,0.13024489795918362,0.021636464816275763,50,20
16,31480.582956638224,14236.186688363763,18757.949702109312,18757.949702109312,28408.18825679137,38058.4268114733,47708.66536615537,0.13785102040816322,0.024085159807416084,50,20
18,33872.748927113076,15209.485417501706,16609.263773918385,25957.932373766627,35306.60097361475,44655.269573462996,54003.93817331118,0.1464755102040816,0.026561870988705934,50,20
20,36700.22770366512,16176.55974077912,14484.687280411694,23535.169705732682,32585.652131053546,50686.616981695464,59737.09940701646,0.15640204081632647,0.02918154915916243,50,20
22,39934.88495933128,16839.214748643382,21124.180535052932,29877.92583167476,38631.6711282967,47385.41642491857,64892.9070181624,0.1677367346938775,0.031406666034250165,50,20
24,43784.80015049612,17619.121982372457,18721.52965732025,35637.598496045204,44095.63291540768,52553.667334770216,69469.73617349517,0.18103265306122446,0.03401016360817349,50,20
26,48060.84694811262,18470.56494967507,24518.19979817637,32684.577858250545,49017.333978398834,57183.71203847295,73516.46815862118,0.19604693877551016,0.03692704915912138,50,20
28,52642.075668679485,19099.507398713256,29731.557220455885,37606.27892124164,53355.722322813206,61230.44402359896,76979.88742517047,0.2128061224489796,0.03959869365196417,50,20
30,57759.65746695525,19617.31385419176,34405.06146972538,41992.03328722883,57165.97692223561,72339.92055724241,79926.89237474585,0.23188979591836734,0.0422148233675489,50,20
32,62882.06232846764,19863.179417005016,38520.63580469189,45821.306798893274,60422.64878729604,75023.99077569884,89625.3327641016,0.25243877551020405,0.04442013714435566,50,20
34,68315.68825986992,19972.44135272785,42084.70289293857,56116.65761948157,70148.61234602462,84180.56707256762,91196.54443583911,0.2753265306122449,0.046476871042030785,50,20
36,73578.30272028621,20170.772214451794,45136.65304596165,58607.32958344293,72078.00612092424,85548.68265840551,99019.35919588685,0.2995551020408163,0.0488941634246146,50,20
38,78855.96645214678,20236.456253226796,54082.024184132824,66991.42253255242,79900.82088097198,92810.21922939157,105719.61757781112,0.32592857142857146,0.05118613797243461,50,20
40,83971.11255939543,20020.145316416874,55819.923322746996,68178.45451372473,80536.9857047025,99074.78249116911,111433.31368214687,0.35397142857142855,0.052896175171478724,50,20
42,88603.84529334669,19800.223387281298,62926.0787575592,74735.34189560462,86544.60503365003,104258.49974071814,116067.76287876355,0.38324489795918365,0.054748369899604236,50,20
44,92666.56917677919,19148.054494665066,68998.53509338337,80264.66859334867,91530.80209331392,102796.93559327922,119696.13584322715,0.4134959183673469,0.055497531228978596,50,20
46,96192.16482892456,18603.238211242675,74061.58913652254,84791.2400888704,95520.8910412183,106250.54199356618,122345.018422088,0.44489999999999996,0.056614393048130845,50,20
48,98711.51052620051,17818.914310118435,78073.24056628946,88268.12538748665,98463.01020868382,108657.89502988098,118852.77985107817,0.4763061224489796,0.05707196404146423,50,20
50,100563.30352345845,16877.381880113266,81177.45229069248,90849.5225056744,100521.59272065634,110193.66293563828,119865.73315062022,0.5083040816326531,0.0569783067731237,50,20
52,101358.9946782052,15813.69654617576,78661.40699828167,92385.29041143169,101534.54602019841,110683.80162896507,119833.05723773176,0.5401897959183672,0.056437990541329426,50,20
54,101167.5060322534,14870.149184849217,80113.89074762879,93071.29065610634,101709.55726175805,110347.82386740972,118986.09047306149,0.5714204081632652,0.05620987565173052,50,20
56,99910.00307446891,13730.920574014048,80590.26574426399,92785.46565812523,100915.59893403269,109045.73220994024,117175.8654858477,0.6020836734693878,0.055147508036618456,50,20
58,97764.25161119917,12620.575107154984,80191.7091278865,87821.99244673699,99267.41742501274,106897.70074386321,114527.98406271369,0.6323428571428572,0.0540085334241936,50,20
60,94391.62023336008,11379.227939498403,78930.25099856038,86068.25797425924,93206.26494995807,103913.27541350634,107482.27890135578,0.6605244897959184,0.0520546740653035,50,20
62,90037.99932493853,10201.114179233224,76775.98438171552,83426.52782469074,90077.071267666,96727.61471064124,103378.15815361647,0.6875632653061226,0.05008577249493107,50,20
64,84793.89737052213,9111.034212821454,73896.06155149855,80071.56617711844,86247.07080273831,92422.57542835816,95510.32774116809,0.7127244897959184,0.04817471219039339,50,20
66,78570.77025068371,7948.679050689188,67246.66666428738,72948.63221634999,78650.59776841258,84352.5633204752,87203.5460965065,0.7362775510204081,0.045519163756099046,50,20
68,71837.1765811142,6957.527512170815,63112.741639042,68358.54994693959,70981.4541008884,76227.26240878599,81473.07071668361,0.7583877551020409,0.04330782950721967,50,20
70,64128.703606194606,5953.569800344934,55671.67659360026,60461.32765733286,65250.97872106545,67645.80425293175,72435.45531666433,0.7780632653061225,0.04058798367734086,50,20
72,56096.82064362575,5105.120281338256,50387.51857117409,52563.94173802882,56916.788071738265,59093.211238592994,63446.05757230242,0.7958897959183673,0.03829627612028856,50,20
74,47391.563260840245,4289.6315626845035,42307.54756422594,44266.32841439519,48183.8901147337,50142.67096490295,52101.4518150722,0.8117632653061224,0.03575428104546202,50,20
76,38541.70546057081,3544.210296057678,34256.86108848892,36007.653007210785,39509.23684465447,41260.02876337632,43010.82068209817,0.8256714285714286,0.03305056259173442,50,20
78,29288.474080316075,2895.8817493026,25889.105594597757,27433.92199346998,28978.738392342188,32068.371190086633,32068.371190086633,0.8379673469387755,0.03060538589825068,50,20
80,20157.35747401029,2305.447074041107,17630.73396880657,18979.975544244095,20329.217119681634,21678.458695119174,23027.700270556714,0.8489408163265306,0.027897118584591898,50,20
82,10798.849251578586,1792.7184116599153,7969.200544691332,9125.693323637795,11438.678881530715,12595.17166047718,12595.17166047718,0.8583142857142857,0.025308305040835585,50,20
84,1781.6888981005095,1380.3793817169797,-94.93670926267077,881.2014480133657,1857.3396052894022,2833.4777625654388,3809.6159198414753,0.8660816326530612,0.023087721819013897,50,20
86,-7309.9066040616535,1015.3985385854442,-8369.926087989072,-7571.267595672311,-6772.609103355557,-6772.609103355557,-5973.950611038803,0.8726897959183675,0.020757226628561307,50,20
88,-15699.646216690182,718.8477513329567,-16760.90592534709,-16123.225463483242,-15485.545001619394,-14847.864539755552,-14847.864539755552,0.8781918367346939,0.018404656437767408,50,20
90,-24017.707240428168,487.06522789264903,-24467.617851973046,-24467.617851973046,-23987.008305657244,-23506.398759341446,-23506.398759341446,0.882630612244898,0.01654583312859163,50,20
92,-31361.618501340137,308.06101013807614,-31762.58417998075,-31419.291646898033,-31419.291646898033,-31075.99911381532,-31075.99911381532,0.8864163265306123,0.014650966822067553,50,20
94,-38143.39069276718,173.32908253705654,-38437.75192608428,-38220.10960939881,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.8894285714285716,0.013002354574837423,50,20
96,-44055.98429164785,76.44562327100127,-44110.05480469941,-44110.05480469941,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.8917857142857144,0.011469201647121029,50,20
